age,created_timestamp,kidsarc_response_id,respondent_id,itemid,A,B,C,D,response,correct,saveitem_timestamp,rt,rt_s,error_matrix,error_concept,error_correct,error_part_duplicated,error_other,error_wrong_item,error_empty,duplicate_A,duplicate_B,duplicate_C,duplicated
9,2023-12-09 10:25:57,127,4382,7,110000000,111000000,000102102,102102102,102102102,1,2023-12-09 10:29:11,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
12,2023-12-09 10:26:48,128,4383,8,330000000,000333000,330440000,000333444,000333444,1,2023-12-09 10:29:22,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
9,2023-12-09 10:25:57,129,4382,8,330000000,000333000,330440000,000333444,000333444,1,2023-12-09 10:29:25,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
8,2023-12-09 10:30:16,130,4388,1,000220220,000000200,000110110,000000100,000000100,1,2023-12-09 10:31:07,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
6,2023-12-09 10:30:14,131,4387,1,000220220,000000200,000110110,000000100,000000100,1,2023-12-09 10:31:15,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
8,2023-12-09 10:30:16,132,4388,2,700000000,700000700,770000000,770000770,770000770,1,2023-12-09 10:31:23,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
8,2023-12-09 10:30:16,133,4388,3,040040040,060060060,000444000,000666000,000666000,1,2023-12-09 10:31:30,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
8,2023-12-09 10:30:16,134,4388,4,400400000,000400400,404404000,000404404,000404404,1,2023-12-09 10:31:44,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
6,2023-12-09 10:30:14,135,4387,2,700000000,700000700,770000000,770000770,700000700,0,2023-12-09 10:31:47,2147483647,2147483.647,0,0,0,0,0,0,0,0,1,0,1
8,2023-12-09 10:30:16,136,4388,5,700770000,770700000,700700770,777700000,777700000,1,2023-12-09 10:31:56,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
6,2023-12-09 10:30:14,137,4387,3,040040040,060060060,000444000,000666000,040040040,0,2023-12-09 10:32:01,2147483647,2147483.647,0,0,0,0,0,0,0,1,0,0,1
8,2023-12-09 10:30:16,138,4388,6,110005005,330007007,050050011,070070033,070070033,1,2023-12-09 10:32:21,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
6,2023-12-09 10:30:14,139,4387,4,400400000,000400400,404404000,000404404,000004004,0,2023-12-09 10:32:25,2147483647,2147483.647,1,0,0,0,0,0,0,0,0,0,0
6,2023-12-09 10:30:14,140,4387,5,700770000,770700000,700700770,777700000,700770000,0,2023-12-09 10:32:35,2147483647,2147483.647,0,0,0,0,0,0,0,1,0,0,1
8,2023-12-09 10:30:16,141,4388,7,110000000,111000000,000102102,102102102,102102102,1,2023-12-09 10:32:37,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
8,2023-12-09 10:30:16,143,4388,8,330000000,000333000,330440000,000333444,000333444,1,2023-12-09 10:32:50,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
6,2023-12-09 10:30:14,144,4387,6,110005005,330007007,050050011,070070033,220270000,0,2023-12-09 10:33:01,2147483647,2147483.647,0,0,0,0,1,0,0,0,0,0,0
6,2023-12-09 10:30:14,145,4387,7,110000000,111000000,000102102,102102102,111000000,0,2023-12-09 10:33:20,2147483647,2147483.647,0,0,0,0,0,0,0,0,1,0,1
6,2023-12-09 10:30:14,147,4387,8,330000000,000333000,330440000,000333444,000333000,0,2023-12-09 10:33:29,2147483647,2147483.647,0,0,0,0,0,0,0,0,1,0,1
7,2023-12-09 10:54:00,178,4422,1,000220220,000000200,000110110,000000100,000000100,1,2023-12-09 10:54:33,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
7,2023-12-09 10:54:00,179,4422,2,700000000,700000700,770000000,770000770,700000700,0,2023-12-09 10:54:58,2147483647,2147483.647,0,0,0,0,0,0,0,0,1,0,1
7,2023-12-09 10:54:00,180,4422,3,040040040,060060060,000444000,000666000,000444000,0,2023-12-09 10:55:08,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,1,1
7,2023-12-09 10:54:00,181,4422,4,400400000,000400400,404404000,000404404,000404404,1,2023-12-09 10:55:17,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
7,2023-12-09 10:54:00,182,4422,5,700770000,770700000,700700770,777700000,777700000,1,2023-12-09 10:55:31,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
7,2023-12-09 10:54:00,183,4422,6,110005005,330007007,050050011,070070033,070070033,1,2023-12-09 10:56:03,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
7,2023-12-09 10:54:00,184,4422,7,110000000,111000000,000102102,102102102,102102102,1,2023-12-09 10:56:13,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
7,2023-12-09 10:54:00,185,4422,8,330000000,000333000,330440000,000333444,000333444,1,2023-12-09 10:56:38,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
5,2023-12-09 10:54:01,186,4423,1,000220220,000000200,000110110,000000100,000000100,1,2023-12-09 10:56:38,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
5,2023-12-09 10:54:01,187,4423,2,700000000,700000700,770000000,770000770,770000000,0,2023-12-09 10:57:01,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,1,1
5,2023-12-09 10:54:01,188,4423,3,040040040,060060060,000444000,000666000,000444000,0,2023-12-09 10:57:13,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,1,1
5,2023-12-09 10:54:01,189,4423,4,400400000,000400400,404404000,000404404,404404000,0,2023-12-09 10:57:27,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,1,1
5,2023-12-09 10:54:01,190,4423,5,700770000,770700000,700700770,777700000,700700770,0,2023-12-09 10:57:39,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,1,1
5,2023-12-09 10:54:01,191,4423,6,110005005,330007007,050050011,070070033,050050011,0,2023-12-09 10:58:20,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,1,1
5,2023-12-09 10:54:01,192,4423,7,110000000,111000000,000102102,102102102,000102102,0,2023-12-09 10:58:41,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,1,1
5,2023-12-09 10:54:01,193,4423,8,330000000,000333000,330440000,000333444,330440000,0,2023-12-09 10:58:54,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,1,1
4,2023-12-09 10:57:35,194,4432,1,000220220,000000200,000110110,000000100,111111111,0,2023-12-09 11:00:19,2147483647,2147483.647,0,0,0,0,1,0,0,0,0,0,0
4,2023-12-09 10:57:35,196,4432,2,700000000,700000700,770000000,770000770,777777777,0,2023-12-09 11:00:47,2147483647,2147483.647,0,0,0,0,1,0,0,0,0,0,0
6,2023-12-09 10:59:35,199,4435,1,000220220,000000200,000110110,000000100,000000100,1,2023-12-09 11:01:31,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
4,2023-12-09 10:57:35,200,4432,3,040040040,060060060,000444000,000666000,555555555,0,2023-12-09 11:01:43,2147483647,2147483.647,0,0,0,0,1,0,0,0,0,0,0
6,2023-12-09 10:59:35,201,4435,2,700000000,700000700,770000000,770000770,000000700,0,2023-12-09 11:01:45,2147483647,2147483.647,0,0,0,0,1,0,0,0,0,0,0
4,2023-12-09 10:57:35,202,4432,4,400400000,000400400,404404000,000404404,555555555,0,2023-12-09 11:02:08,2147483647,2147483.647,0,0,0,0,1,0,0,0,0,0,0
6,2023-12-09 10:59:35,204,4435,3,040040040,060060060,000444000,000666000,000666000,1,2023-12-09 11:02:22,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
4,2023-12-09 10:57:35,205,4432,5,700770000,770700000,700700770,777700000,777777777,0,2023-12-09 11:02:44,2147483647,2147483.647,0,0,0,0,1,0,0,0,0,0,0
6,2023-12-09 10:59:35,206,4435,4,400400000,000400400,404404000,000404404,000404404,1,2023-12-09 11:02:50,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
6,2023-12-09 10:59:35,208,4435,5,700770000,770700000,700700770,777700000,777700000,1,2023-12-09 11:03:03,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
4,2023-12-09 10:57:35,210,4432,6,110005005,330007007,050050011,070070033,557557555,0,2023-12-09 11:04:01,2147483647,2147483.647,0,0,0,0,1,0,0,0,0,0,0
6,2023-12-09 10:59:35,211,4435,6,110005005,330007007,050050011,070070033,330007007,0,2023-12-09 11:04:03,2147483647,2147483.647,0,0,0,0,0,0,0,0,1,0,1
6,2023-12-09 10:59:35,213,4435,7,110000000,111000000,000102102,102102102,000102102,0,2023-12-09 11:04:32,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,1,1
4,2023-12-09 10:57:35,214,4432,7,110000000,111000000,000102102,102102102,211211111,0,2023-12-09 11:04:59,2147483647,2147483.647,0,0,0,0,1,0,0,0,0,0,0
6,2023-12-09 10:59:35,216,4435,8,330000000,000333000,330440000,000333444,330440000,0,2023-12-09 11:05:10,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,1,1
4,2023-12-09 10:57:35,217,4432,8,330000000,000333000,330440000,000333444,775775777,0,2023-12-09 11:05:40,2147483647,2147483.647,0,0,0,0,1,0,0,0,0,0,0
8,2023-12-09 11:05:51,218,4444,1,000220220,000000200,000110110,000000100,000000100,1,2023-12-09 11:06:49,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
7,2023-12-09 11:05:55,219,4445,1,000220220,000000200,000110110,000000100,000000100,1,2023-12-09 11:07:09,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
8,2023-12-09 11:05:51,220,4444,2,700000000,700000700,770000000,770000770,770000770,1,2023-12-09 11:07:15,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
7,2023-12-09 11:05:55,221,4445,2,700000000,700000700,770000000,770000770,700000700,0,2023-12-09 11:07:22,2147483647,2147483.647,0,0,0,0,0,0,0,0,1,0,1
8,2023-12-09 11:05:51,222,4444,3,040040040,060060060,000444000,000666000,000666000,1,2023-12-09 11:07:26,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
7,2023-12-09 11:05:55,223,4445,3,040040040,060060060,000444000,000666000,060060060,0,2023-12-09 11:07:38,2147483647,2147483.647,0,0,0,0,0,0,0,0,1,0,1
8,2023-12-09 11:05:51,224,4444,4,400400000,000400400,404404000,000404404,000404404,1,2023-12-09 11:07:38,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
7,2023-12-09 11:05:55,225,4445,4,400400000,000400400,404404000,000404404,700000700,0,2023-12-09 11:08:03,2147483647,2147483.647,0,0,0,0,1,0,0,0,0,0,0
8,2023-12-09 11:05:51,226,4444,5,700770000,770700000,700700770,777700000,777700000,1,2023-12-09 11:08:12,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
7,2023-12-09 11:05:55,227,4445,5,700770000,770700000,700700770,777700000,000000100,0,2023-12-09 11:08:20,2147483647,2147483.647,0,0,0,0,1,0,0,0,0,0,0
7,2023-12-09 11:05:55,228,4445,7,110000000,111000000,000102102,102102102,000000100,0,2023-12-09 11:08:26,2147483647,2147483.647,0,0,0,0,1,0,0,0,0,0,0
8,2023-12-09 11:05:51,229,4444,6,110005005,330007007,050050011,070070033,070070033,1,2023-12-09 11:08:36,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
8,2023-12-09 11:05:51,230,4444,7,110000000,111000000,000102102,102102102,102102102,1,2023-12-09 11:08:59,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
8,2023-12-09 11:05:51,231,4444,8,330000000,000333000,330440000,000333444,000333444,1,2023-12-09 11:09:10,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
7,2023-12-09 11:08:43,232,4447,1,000220220,000000200,000110110,000000100,000110010,0,2023-12-09 11:09:21,2147483647,2147483.647,1,0,0,0,0,0,0,0,0,0,0
7,2023-12-09 11:08:43,233,4447,2,700000000,700000700,770000000,770000770,700700700,0,2023-12-09 11:09:36,2147483647,2147483.647,0,0,0,0,1,0,0,0,0,0,0
7,2023-12-09 11:08:43,234,4447,3,040040040,060060060,000444000,000666000,000000000,0,2023-12-09 11:09:37,2147483647,2147483.647,0,0,0,0,0,0,1,0,0,0,0
7,2023-12-09 11:08:43,235,4447,4,400400000,000400400,404404000,000404404,700700700,0,2023-12-09 11:09:49,2147483647,2147483.647,0,0,0,0,1,0,0,0,0,0,0
7,2023-12-09 11:08:43,237,4447,5,700770000,770700000,700700770,777700000,700700770,0,2023-12-09 11:10:06,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,1,1
7,2023-12-09 11:08:43,238,4447,6,110005005,330007007,050050011,070070033,700700700,0,2023-12-09 11:10:10,2147483647,2147483.647,0,0,0,0,1,0,0,0,0,0,0
7,2023-12-09 11:08:43,239,4447,7,110000000,111000000,000102102,102102102,000110010,0,2023-12-09 11:10:11,2147483647,2147483.647,0,0,0,0,1,0,0,0,0,0,0
7,2023-12-09 11:08:43,240,4447,8,330000000,000333000,330440000,000333444,330550000,0,2023-12-09 11:10:39,2147483647,2147483.647,0,0,0,1,0,0,0,0,0,0,0
8,2023-12-09 11:09:38,247,4450,1,000220220,000000200,000110110,000000100,000000100,1,2023-12-09 11:12:57,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
8,2023-12-09 11:09:38,249,4450,2,700000000,700000700,770000000,770000770,700000700,0,2023-12-09 11:13:44,2147483647,2147483.647,0,0,0,0,0,0,0,0,1,0,1
8,2023-12-09 11:09:38,250,4450,3,040040040,060060060,000444000,000666000,000666000,1,2023-12-09 11:14:10,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
8,2023-12-09 11:09:38,251,4450,4,400400000,000400400,404404000,000404404,000404404,1,2023-12-09 11:14:51,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
3,2023-12-09 11:14:31,254,4456,1,000220220,000000200,000110110,000000100,000000100,1,2023-12-09 11:16:11,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
8,2023-12-09 11:09:38,255,4450,5,700770000,770700000,700700770,777700000,700770770,0,2023-12-09 11:16:14,2147483647,2147483.647,1,0,0,0,0,0,0,0,0,0,0
3,2023-12-09 11:14:31,257,4456,2,700000000,700000700,770000000,770000770,700000000,0,2023-12-09 11:16:24,2147483647,2147483.647,0,0,0,0,0,0,0,1,0,0,1
3,2023-12-09 11:14:31,258,4456,3,040040040,060060060,000444000,000666000,000000000,0,2023-12-09 11:16:24,2147483647,2147483.647,0,0,0,0,0,0,1,0,0,0,0
3,2023-12-09 11:14:31,260,4456,4,400400000,000400400,404404000,000404404,004000000,0,2023-12-09 11:17:04,2147483647,2147483.647,0,0,0,0,1,0,0,0,0,0,0
8,2023-12-09 11:09:38,261,4450,6,110005005,330007007,050050011,070070033,070070033,1,2023-12-09 11:17:29,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
8,2023-12-09 11:09:38,262,4450,7,110000000,111000000,000102102,102102102,110101101,0,2023-12-09 11:17:56,2147483647,2147483.647,0,0,0,0,1,0,0,0,0,0,0
3,2023-12-09 11:14:31,263,4456,5,700770000,770700000,700700770,777700000,004000000,0,2023-12-09 11:18:08,2147483647,2147483.647,0,0,0,0,1,0,0,0,0,0,0
8,2023-12-09 11:09:38,265,4450,8,330000000,000333000,330440000,000333444,000333444,1,2023-12-09 11:18:25,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
36,2023-12-09 11:18:27,267,4459,1,000220220,000000200,000110110,000000100,000000100,1,2023-12-09 11:18:40,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
36,2023-12-09 11:18:27,268,4459,2,700000000,700000700,770000000,770000770,770000770,1,2023-12-09 11:18:53,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
36,2023-12-09 11:18:27,269,4459,3,040040040,060060060,000444000,000666000,000666000,1,2023-12-09 11:18:59,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
36,2023-12-09 11:18:27,271,4459,4,400400000,000400400,404404000,000404404,000404404,1,2023-12-09 11:19:04,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
36,2023-12-09 11:18:27,273,4459,5,700770000,770700000,700700770,777700000,700770700,0,2023-12-09 11:19:30,2147483647,2147483.647,0,0,0,1,0,0,0,0,0,0,0
36,2023-12-09 11:18:27,274,4459,6,110005005,330007007,050050011,070070033,070070033,1,2023-12-09 11:19:41,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
10,2023-12-09 11:19:30,275,4460,1,000220220,000000200,000110110,000000100,000000100,1,2023-12-09 11:19:53,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
36,2023-12-09 11:18:27,276,4459,7,110000000,111000000,000102102,102102102,102102102,1,2023-12-09 11:19:56,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
36,2023-12-09 11:18:27,277,4459,8,330000000,000333000,330440000,000333444,000333444,1,2023-12-09 11:20:04,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
10,2023-12-09 11:19:30,278,4460,2,700000000,700000700,770000000,770000770,770000770,1,2023-12-09 11:20:10,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
10,2023-12-09 11:19:30,279,4460,3,040040040,060060060,000444000,000666000,000666000,1,2023-12-09 11:20:18,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
10,2023-12-09 11:19:30,280,4460,4,400400000,000400400,404404000,000404404,000404404,1,2023-12-09 11:20:28,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
10,2023-12-09 11:19:30,281,4460,5,700770000,770700000,700700770,777700000,777700000,1,2023-12-09 11:20:42,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
10,2023-12-09 11:19:30,282,4460,6,110005005,330007007,050050011,070070033,070070033,1,2023-12-09 11:21:12,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
10,2023-12-09 11:19:30,283,4460,7,110000000,111000000,000102102,102102102,102102102,1,2023-12-09 11:21:22,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
10,2023-12-09 11:19:30,284,4460,8,330000000,000333000,330440000,000333444,000333444,1,2023-12-09 11:21:33,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
13,2023-12-09 11:23:52,298,4465,1,000220220,000000200,000110110,000000100,000000100,1,2023-12-09 11:24:14,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
13,2023-12-09 11:23:52,300,4465,2,700000000,700000700,770000000,770000770,770000770,1,2023-12-09 11:24:25,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
13,2023-12-09 11:23:52,301,4465,3,040040040,060060060,000444000,000666000,000666000,1,2023-12-09 11:24:35,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
13,2023-12-09 11:23:52,303,4465,4,400400000,000400400,404404000,000404404,000404404,1,2023-12-09 11:24:44,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
13,2023-12-09 11:23:52,304,4465,5,700770000,770700000,700700770,777700000,777700000,1,2023-12-09 11:24:53,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
13,2023-12-09 11:23:52,305,4465,6,110005005,330007007,050050011,070070033,070070033,1,2023-12-09 11:25:09,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
13,2023-12-09 11:23:52,307,4465,7,110000000,111000000,000102102,102102102,100102102,0,2023-12-09 11:25:21,2147483647,2147483.647,0,1,0,0,0,0,0,0,0,0,0
13,2023-12-09 11:23:52,308,4465,8,330000000,000333000,330440000,000333444,000333440,0,2023-12-09 11:25:31,2147483647,2147483.647,0,1,0,0,0,0,0,0,0,0,0
9,2023-12-09 11:43:41,317,4470,1,000220220,000000200,000110110,000000100,000110110,0,2023-12-09 11:44:36,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,1,1
9,2023-12-09 11:43:41,318,4470,2,700000000,700000700,770000000,770000770,770000000,0,2023-12-09 11:44:59,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,1,1
9,2023-12-09 11:43:41,319,4470,3,040040040,060060060,000444000,000666000,000666000,1,2023-12-09 11:45:16,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
9,2023-12-09 11:43:41,320,4470,4,400400000,000400400,404404000,000404404,505505000,0,2023-12-09 11:45:28,2147483647,2147483.647,0,0,0,1,0,0,0,0,0,0,0
9,2023-12-09 11:43:41,321,4470,5,700770000,770700000,700700770,777700000,770070000,0,2023-12-09 11:45:43,2147483647,2147483.647,1,0,0,0,0,0,0,0,0,0,0
9,2023-12-09 11:43:41,322,4470,6,110005005,330007007,050050011,070070033,050050011,0,2023-12-09 11:46:01,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,1,1
9,2023-12-09 11:43:41,323,4470,7,110000000,111000000,000102102,102102102,000102102,0,2023-12-09 11:46:27,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,1,1
28,2023-12-09 11:45:53,324,4474,1,000220220,000000200,000110110,000000100,000000100,1,2023-12-09 11:46:33,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
9,2023-12-09 11:43:41,326,4470,8,330000000,000333000,330440000,000333444,330440000,0,2023-12-09 11:46:42,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,1,1
28,2023-12-09 11:45:53,327,4474,2,700000000,700000700,770000000,770000770,770000770,1,2023-12-09 11:46:43,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
28,2023-12-09 11:45:53,328,4474,3,040040040,060060060,000444000,000666000,000666000,1,2023-12-09 11:46:50,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
28,2023-12-09 11:45:53,330,4474,4,400400000,000400400,404404000,000404404,000404404,1,2023-12-09 11:47:01,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
28,2023-12-09 11:45:53,332,4474,5,700770000,770700000,700700770,777700000,777700000,1,2023-12-09 11:47:21,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
28,2023-12-09 11:45:53,334,4474,6,110005005,330007007,050050011,070070033,070070033,1,2023-12-09 11:47:33,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
28,2023-12-09 11:45:53,335,4474,7,110000000,111000000,000102102,102102102,102102102,1,2023-12-09 11:47:46,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
28,2023-12-09 11:45:53,337,4474,8,330000000,000333000,330440000,000333444,000333444,1,2023-12-09 11:47:59,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
28,2023-12-09 11:48:18,342,4482,1,000220220,000000200,000110110,000000100,000000100,1,2023-12-09 11:49:10,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
28,2023-12-09 11:48:18,343,4482,2,700000000,700000700,770000000,770000770,770000770,1,2023-12-09 11:49:25,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
28,2023-12-09 11:48:18,344,4482,3,040040040,060060060,000444000,000666000,000666000,1,2023-12-09 11:49:32,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
28,2023-12-09 11:48:18,345,4482,4,400400000,000400400,404404000,000404404,000404404,1,2023-12-09 11:49:40,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
28,2023-12-09 11:48:18,346,4482,5,700770000,770700000,700700770,777700000,770700700,1,2023-12-09 11:49:49,2147483647,2147483.647,0,0,0,0,0,0,0,0,0,0,0
