age,created_timestamp,kidsarc_response_id,respondent_id,itemid,A,B,C,D,response,correct,saveitem_timestamp,rt,rt_s,error_matrix,error_concept,error_correct,error_part_duplicated,error_other,error_wrong_item,error_empty,duplicate_A,duplicate_B,duplicate_C,duplicated
7,2023-12-09 10:59:35,207,4434,13,0102211022010000007722077,0002200022000000000022000,0405544055000000600560055,0005500055000000000500055,0005500055000000600060000,1,2023-12-09 11:02:54,43468,43.468,0,0,0,0,0,0,0,0,0,0,0
7,2023-12-09 10:59:35,209,4434,14,4441444244444443244444424,4444444444444444444444444,6666676666668666666768666,6666666666666666666666666,6666666666666666666666666,1,2023-12-09 11:03:16,21430,21.43,0,0,0,0,0,0,0,0,0,0,0
7,2023-12-09 10:59:35,212,4434,15,1001133333011013333311010,0000033333011013333300000,0031311313113030031311303,0031300313003030031300303,0031300313003030031300303,1,2023-12-09 11:04:24,67897,67.897,0,0,0,0,0,0,0,0,0,0,0
7,2023-12-09 10:59:35,215,4434,16,0070007070700070707000700,0000007070000000707000000,0000006660060600666000000,0000000600060600060000000,0000000600060600060000000,1,2023-12-09 11:05:02,38444,38.444,0,0,0,0,0,0,0,0,0,0,0
9,2023-12-09 11:09:44,236,4451,9,1101111010555551101101011,1101111010555550000000000,0110155555000101101111001,0110155555000000000000000,0110155555000000000000000,1,2023-12-09 11:10:05,21269,21.269,0,0,0,0,0,0,0,0,0,0,0
9,2023-12-09 11:09:44,241,4451,10,0000003033030000030300000,0000003333030030333300000,5500000500005005000000500,5550050500505005050055500,0000005555050050555500000,0,2023-12-09 11:10:48,42342,42.342,1,0,0,0,0,0,0,0,0,0,0
9,2023-12-09 11:09:44,242,4451,11,1111110001111110000000003,2222220302222220000000000,3010001010100010101000100,0020002020203020202000200,0020002020203020202000200,1,2023-12-09 11:11:17,28971,28.971,0,0,0,0,0,0,0,0,0,0,0
9,2023-12-09 11:09:44,243,4451,12,6666033333000007770011000,0000011000777006666033333,2200055500600004444433330,6000022000555003333044444,6000022000555003333044444,1,2023-12-09 11:11:45,28537,28.537,0,0,0,0,0,0,0,0,0,0,0
9,2023-12-09 11:09:44,244,4451,13,0102211022010000007722077,0002200022000000000022000,0405544055000000600560055,0005500055000000000500055,0005500055000000000500055,1,2023-12-09 11:12:12,26770,26.77,0,0,0,0,0,0,0,0,0,0,0
9,2023-12-09 11:09:44,245,4451,14,4441444244444443244444424,4444444444444444444444444,6666676666668666666768666,6666666666666666666666666,0005500055000000000500055,0,2023-12-09 11:12:21,26770,26.77,0,0,0,0,0,1,0,0,0,0,0
9,2023-12-09 11:09:44,246,4451,15,1001133333011013333311010,0000033333011013333300000,0031311313113030031311303,0031300313003030031300303,0031300313003030031300303,1,2023-12-09 11:12:44,23147,23.147,0,0,0,0,0,0,0,0,0,0,0
9,2023-12-09 11:09:44,248,4451,16,0070007070700070707000700,0000007070000000707000000,0000006660060600666000000,0000000600060600060000000,0000006060000000606000000,1,2023-12-09 11:13:05,20735,20.735,0,0,0,0,0,0,0,0,0,0,0
10,2023-12-09 11:13:52,252,4454,9,1101111010555551101101011,1101111010555550000000000,0110155555000101101111001,0110155555000000000000000,0100155555000000000000000,0,2023-12-09 11:15:18,28526,28.526,0,1,0,0,0,0,0,0,0,0,0
10,2023-12-09 11:13:52,253,4454,10,0000003033030000030300000,0000003333030030333300000,5500000500005005000000500,5550050500505005050055500,5550050500505005050055500,1,2023-12-09 11:15:48,29450,29.45,0,0,0,0,0,0,0,0,0,0,0
10,2023-12-09 11:13:52,256,4454,11,1111110001111110000000003,2222220302222220000000000,3010001010100010101000100,0020002020203020202000200,0020002020203020202000200,1,2023-12-09 11:16:16,28167,28.167,0,0,0,0,0,0,0,0,0,0,0
10,2023-12-09 11:13:52,259,4454,12,6666033333000007770011000,0000011000777006666033333,2200055500600004444433330,6000022000555003333044444,6000022000555003333044444,1,2023-12-09 11:16:58,42351,42.351,0,0,0,0,0,0,0,0,0,0,0
10,2023-12-09 11:13:52,264,4454,13,0102211022010000007722077,0002200022000000000022000,0405544055000000600560055,0005500055000000000500055,6000022000555003333044444,0,2023-12-09 11:18:24,42351,42.351,0,0,0,0,0,1,0,0,0,0,0
10,2023-12-09 11:13:52,266,4454,14,4441444244444443244444424,4444444444444444444444444,6666676666668666666768666,6666666666666666666666666,6000022000555003333044444,0,2023-12-09 11:18:34,42351,42.351,0,0,0,0,0,1,0,0,0,0,0
10,2023-12-09 11:13:52,270,4454,15,1001133333011013333311010,0000033333011013333300000,0031311313113030031311303,0031300313003030031300303,0031300313003030031300303,1,2023-12-09 11:19:01,27256,27.256,0,0,0,0,0,0,0,0,0,0,0
10,2023-12-09 11:13:52,272,4454,16,0070007070700070707000700,0000007070000000707000000,0000006660060600666000000,0000000600060600060000000,0000000600060600060000000,1,2023-12-09 11:19:14,12956,12.956,0,0,0,0,0,0,0,0,0,0,0
31,2023-12-09 11:22:19,285,4463,9,1101111010555551101101011,1101111010555550000000000,0110155555000101101111001,0110155555000000000000000,0110100000000000000000000,0,2023-12-09 11:22:31,12348,12.348,0,0,0,0,1,0,0,0,0,0,0
31,2023-12-09 11:22:19,288,4463,10,0000003033030000030300000,0000003333030030333300000,5500000500005005000000500,5550050500505005050055500,5550050500505005050055500,1,2023-12-09 11:22:47,15967,15.967,0,0,0,0,0,0,0,0,0,0,0
31,2023-12-09 11:22:19,295,4463,11,1111110001111110000000003,2222220302222220000000000,3010001010100010101000100,0020002020203020202000200,0020002020203020202000200,1,2023-12-09 11:23:00,13200,13.2,0,0,0,0,0,0,0,0,0,0,0
31,2023-12-09 11:22:19,296,4463,12,6666033333000007770011000,0000011000777006666033333,2200055500600004444433330,6000022000555003333044444,6000022000555003333044444,1,2023-12-09 11:23:17,15992,15.992,0,0,0,0,0,0,0,0,0,0,0
31,2023-12-09 11:22:19,297,4463,13,0102211022010000007722077,0002200022000000000022000,0405544055000000600560055,0005500055000000000500055,0005500055000000600060000,1,2023-12-09 11:23:57,40482,40.482,0,0,0,0,0,0,0,0,0,0,0
31,2023-12-09 11:22:19,299,4463,14,4441444244444443244444424,4444444444444444444444444,6666676666668666666768666,6666666666666666666666666,6666666666666666666666666,1,2023-12-09 11:24:25,27403,27.403,0,0,0,0,0,0,0,0,0,0,0
31,2023-12-09 11:22:19,302,4463,15,1001133333011013333311010,0000033333011013333300000,0031311313113030031311303,0031300313003030031300303,0031300313003030031300303,1,2023-12-09 11:24:39,14093,14.093,0,0,0,0,0,0,0,0,0,0,0
31,2023-12-09 11:22:19,306,4463,16,0070007070700070707000700,0000007070000000707000000,0000006660060600666000000,0000000600060600060000000,0000000600060600060000000,1,2023-12-09 11:25:09,30471,30.471,0,0,0,0,0,0,0,0,0,0,0
30,2023-12-09 11:46:10,325,4477,9,1101111010555551101101011,1101111010555550000000000,0110155555000101101111001,0110155555000000000000000,0110155555000000000000000,1,2023-12-09 11:46:37,14545,14.545,0,0,0,0,0,0,0,0,0,0,0
30,2023-12-09 11:46:10,329,4477,10,0000003033030000030300000,0000003333030030333300000,5500000500005005000000500,5550050500505005050055500,5550050500505005050055500,1,2023-12-09 11:46:51,14116,14.116,0,0,0,0,0,0,0,0,0,0,0
30,2023-12-09 11:46:10,331,4477,11,1111110001111110000000003,2222220302222220000000000,3010001010100010101000100,0020002020203020202000200,0010001010100010131000100,0,2023-12-09 11:47:15,23236,23.236,0,1,0,0,0,0,0,0,0,0,0
30,2023-12-09 11:46:10,333,4477,12,6666033333000007770011000,0000011000777006666033333,2200055500600004444433330,6000022000555003333044444,6000022000555003333044444,1,2023-12-09 11:47:29,14366,14.366,0,0,0,0,0,0,0,0,0,0,0
30,2023-12-09 11:46:10,336,4477,13,0102211022010000007722077,0002200022000000000022000,0405544055000000600560055,0005500055000000000500055,0005500055000000000500055,1,2023-12-09 11:47:51,21432,21.432,0,0,0,0,0,0,0,0,0,0,0
30,2023-12-09 11:46:10,338,4477,14,4441444244444443244444424,4444444444444444444444444,6666676666668666666768666,6666666666666666666666666,6666666666666666666666666,1,2023-12-09 11:48:05,14260,14.26,0,0,0,0,0,0,0,0,0,0,0
30,2023-12-09 11:46:10,339,4477,15,1001133333011013333311010,0000033333011013333300000,0031311313113030031311303,0031300313003030031300303,0031300313003030031300303,1,2023-12-09 11:48:16,11220,11.22,0,0,0,0,0,0,0,0,0,0,0
30,2023-12-09 11:46:10,340,4477,16,0070007070700070707000700,0000007070000000707000000,0000006660060600666000000,0000000600060600060000000,0000000600060600060000000,1,2023-12-09 11:48:25,8157,8.157,0,0,0,0,0,0,0,0,0,0,0
57,2023-12-09 11:48:52,347,4484,9,1101111010555551101101011,1101111010555550000000000,0110155555000101101111001,0110155555000000000000000,0110155555000000000000000,1,2023-12-09 11:49:53,40621,40.621,0,0,0,0,0,0,0,0,0,0,0
57,2023-12-09 11:48:52,348,4484,10,0000003033030000030300000,0000003333030030333300000,5500000500005005000000500,5550050500505005050055500,5550050500505005050055500,1,2023-12-09 11:50:09,15662,15.662,0,0,0,0,0,0,0,0,0,0,0
57,2023-12-09 11:48:52,353,4484,11,1111110001111110000000003,2222220302222220000000000,3010001010100010101000100,0020002020203020202000200,0010001010103010101000100,0,2023-12-09 11:50:26,16997,16.997,0,1,0,0,0,0,0,0,0,0,0
57,2023-12-09 11:48:52,357,4484,12,6666033333000007770011000,0000011000777006666033333,2200055500600004444433330,6000022000555003333044444,6000022000555003333044444,1,2023-12-09 11:50:52,25293,25.293,0,0,0,0,0,0,0,0,0,0,0
57,2023-12-09 11:48:52,358,4484,13,0102211022010000007722077,0002200022000000000022000,0405544055000000600560055,0005500055000000000500055,0005500055000000000500055,1,2023-12-09 11:51:10,17836,17.836,0,0,0,0,0,0,0,0,0,0,0
57,2023-12-09 11:48:52,360,4484,14,4441444244444443244444424,4444444444444444444444444,6666676666668666666768666,6666666666666666666666666,6666666666666666666666666,1,2023-12-09 11:51:32,22497,22.497,0,0,0,0,0,0,0,0,0,0,0
57,2023-12-09 11:48:52,362,4484,15,1001133333011013333311010,0000033333011013333300000,0031311313113030031311303,0031300313003030031300303,0031300313003030031300303,1,2023-12-09 11:51:48,15878,15.878,0,0,0,0,0,0,0,0,0,0,0
57,2023-12-09 11:48:52,365,4484,16,0070007070700070707000700,0000007070000000707000000,0000006660060600666000000,0000000600060600060000000,0000000600060600060000000,1,2023-12-09 11:52:43,54225,54.225,0,0,0,0,0,0,0,0,0,0,0
28,2023-12-09 11:52:57,370,4489,9,1101111010555551101101011,1101111010555550000000000,0110155555000101101111001,0110155555000000000000000,1001111011010005555510110,0,2023-12-09 11:53:51,41833,41.833,1,0,0,0,0,0,0,0,0,0,0
28,2023-12-09 11:52:57,372,4489,10,0000003033030000030300000,0000003333030030333300000,5500000500005005000000500,5550050500505005050055500,5550050500505005050055500,1,2023-12-09 11:54:14,22459,22.459,0,0,0,0,0,0,0,0,0,0,0
28,2023-12-09 11:52:57,375,4489,11,1111110001111110000000003,2222220302222220000000000,3010001010100010101000100,0020002020203020202000200,0020002020203020202000200,1,2023-12-09 11:54:53,38889,38.889,0,0,0,0,0,0,0,0,0,0,0
28,2023-12-09 11:52:57,376,4489,12,6666033333000007770011000,0000011000777006666033333,2200055500600004444433330,6000022000555003333044444,6000022000555003333044444,1,2023-12-09 11:55:09,16374,16.374,0,0,0,0,0,0,0,0,0,0,0
28,2023-12-09 11:52:57,377,4489,13,0102211022010000007722077,0002200022000000000022000,0405544055000000600560055,0005500055000000000500055,0005500055000000000500055,1,2023-12-09 11:55:27,18043,18.043,0,0,0,0,0,0,0,0,0,0,0
28,2023-12-09 11:52:57,378,4489,14,4441444244444443244444424,4444444444444444444444444,6666676666668666666768666,6666666666666666666666666,6666666666666666666666666,1,2023-12-09 11:55:38,10000,10.0,0,0,0,0,0,0,0,0,0,0,0
28,2023-12-09 11:52:57,379,4489,15,1001133333011013333311010,0000033333011013333300000,0031311313113030031311303,0031300313003030031300303,0031300313003030031300303,1,2023-12-09 11:55:52,13874,13.874,0,0,0,0,0,0,0,0,0,0,0
28,2023-12-09 11:52:57,380,4489,16,0070007070700070707000700,0000007070000000707000000,0000006660060600666000000,0000000600060600060000000,0000000600060600060000000,1,2023-12-09 11:56:32,40806,40.806,0,0,0,0,0,0,0,0,0,0,0
72,2023-12-09 12:02:25,399,4499,9,1101111010555551101101011,1101111010555550000000000,0110155555000101101111001,0110155555000000000000000,0110155555000000000000000,1,2023-12-09 12:04:43,104464,104.464,0,0,0,0,0,0,0,0,0,0,0
72,2023-12-09 12:02:25,403,4499,10,0000003033030000030300000,0000003333030030333300000,5500000500005005000000500,5550050500505005050055500,5550050500505005050055500,1,2023-12-09 12:05:17,33790,33.79,0,0,0,0,0,0,0,0,0,0,0
72,2023-12-09 12:02:25,408,4499,11,1111110001111110000000003,2222220302222220000000000,3010001010100010101000100,0020002020203020202000200,0020002020203020202000200,1,2023-12-09 12:05:58,40540,40.54,0,0,0,0,0,0,0,0,0,0,0
72,2023-12-09 12:02:25,413,4499,12,6666033333000007770011000,0000011000777006666033333,2200055500600004444433330,6000022000555003333044444,3333044444600005550022000,0,2023-12-09 12:06:59,60821,60.821,1,0,0,0,0,0,0,0,0,0,0
72,2023-12-09 12:02:25,417,4499,13,0102211022010000007722077,0002200022000000000022000,0405544055000000600560055,0005500055000000000500055,0005500055000000600060000,1,2023-12-09 12:07:49,49758,49.758,0,0,0,0,0,0,0,0,0,0,0
72,2023-12-09 12:02:25,424,4499,14,4441444244444443244444424,4444444444444444444444444,6666676666668666666768666,6666666666666666666666666,6666676666660666666760666,0,2023-12-09 12:11:11,202135,202.135,0,0,0,1,0,0,0,0,0,0,0
72,2023-12-09 12:02:25,427,4499,15,1001133333011013333311010,0000033333011013333300000,0031311313113030031311303,0031300313003030031300303,0031001310013000031001300,1,2023-12-09 12:11:42,30458,30.458,0,0,0,0,0,0,0,0,0,0,0
72,2023-12-09 12:02:25,430,4499,16,0070007070700070707000700,0000007070000000707000000,0000006660060600666000000,0000000600060600060000000,0000000600060600060000000,1,2023-12-09 12:12:15,33349,33.349,0,0,0,0,0,0,0,0,0,0,0
8,2023-12-09 12:13:18,445,4514,9,1101111010555551101101011,1101111010555550000000000,0110155555000101101111001,0110155555000000000000000,0110155555000100000000000,1,2023-12-09 12:15:20,57455,57.455,0,0,0,0,0,0,0,0,0,0,0
8,2023-12-09 12:13:18,446,4514,10,0000003033030000030300000,0000003333030030333300000,5500000500005005000000500,5550050500505005050055500,5500000500005000000000000,0,2023-12-09 12:15:44,24400,24.4,0,0,0,1,0,0,0,0,0,0,0
8,2023-12-09 12:13:18,448,4514,11,1111110001111110000000003,2222220302222220000000000,3010001010100010101000100,0020002020203020202000200,3010001010100010000000000,0,2023-12-09 12:15:59,14639,14.639,1,0,0,0,0,0,0,0,0,0,0
8,2023-12-09 12:13:18,450,4514,12,6666033333000007770011000,0000011000777006666033333,2200055500600004444433330,6000022000555003333044444,2200055500600000000000000,0,2023-12-09 12:16:12,13295,13.295,1,0,0,0,0,0,0,0,0,0,0
8,2023-12-09 12:13:18,451,4514,13,0102211022010000007722077,0002200022000000000022000,0405544055000000600560055,0005500055000000000500055,0405544055000000000000000,0,2023-12-09 12:16:25,12169,12.169,0,0,0,1,0,0,0,0,0,0,0
8,2023-12-09 12:13:18,455,4514,14,4441444244444443244444424,4444444444444444444444444,6666676666668666666768666,6666666666666666666666666,6666676666660660000000000,0,2023-12-09 12:16:50,25371,25.371,0,0,0,0,1,0,0,0,0,0,0
8,2023-12-09 12:13:18,459,4514,15,1001133333011013333311010,0000033333011013333300000,0031311313113030031311303,0031300313003030031300303,0031311013113030000000000,0,2023-12-09 12:17:09,18805,18.805,1,0,0,0,0,0,0,0,0,0,0
8,2023-12-09 12:13:18,461,4514,16,0070007070700070707000700,0000007070000000707000000,0000006660060600666000000,0000000600060600060000000,0000006660060600000000000,0,2023-12-09 12:17:18,9197,9.197,0,0,0,1,0,0,0,0,0,0,0
11,2023-12-09 12:18:33,477,4526,9,1101111010555551101101011,1101111010555550000000000,0110155555000101101111001,0110155555000000000000000,0110155555000000000000000,1,2023-12-09 12:19:56,69526,69.526,0,0,0,0,0,0,0,0,0,0,0
11,2023-12-09 12:18:33,478,4526,10,0000003033030000030300000,0000003333030030333300000,5500000500005005000000500,5550050500505005050055500,5550050500505005050055500,1,2023-12-09 12:20:35,38996,38.996,0,0,0,0,0,0,0,0,0,0,0
11,2023-12-09 12:18:33,479,4526,11,1111110001111110000000003,2222220302222220000000000,3010001010100010101000100,0020002020203020202000200,0020002020203020202000200,1,2023-12-09 12:21:00,24976,24.976,0,0,0,0,0,0,0,0,0,0,0
11,2023-12-09 12:18:33,480,4526,12,6666033333000007770011000,0000011000777006666033333,2200055500600004444433330,6000022000555003333044444,6000022000555003333044444,1,2023-12-09 12:21:30,29357,29.357,0,0,0,0,0,0,0,0,0,0,0
11,2023-12-09 12:18:33,481,4526,13,0102211022010000007722077,0002200022000000000022000,0405544055000000600560055,0005500055000000000500055,0005500055000000000500055,1,2023-12-09 12:22:00,29984,29.984,0,0,0,0,0,0,0,0,0,0,0
11,2023-12-09 12:18:33,482,4526,14,4441444244444443244444424,4444444444444444444444444,6666676666668666666768666,6666666666666666666666666,6666666666666666666666666,1,2023-12-09 12:22:22,22104,22.104,0,0,0,0,0,0,0,0,0,0,0
11,2023-12-09 12:18:33,483,4526,15,1001133333011013333311010,0000033333011013333300000,0031311313113030031311303,0031300313003030031300303,0031300313003030031300303,1,2023-12-09 12:23:22,59881,59.881,0,0,0,0,0,0,0,0,0,0,0
11,2023-12-09 12:18:33,484,4526,16,0070007070700070707000700,0000007070000000707000000,0000006660060600666000000,0000000600060600060000000,0000000600060600060000000,1,2023-12-09 12:24:16,54141,54.141,0,0,0,0,0,0,0,0,0,0,0
7,2023-12-09 12:26:19,485,4532,9,1101111010555551101101011,1101111010555550000000000,0110155555000101101111001,0110155555000000000000000,0110155555000100000000000,1,2023-12-09 12:27:00,41338,41.338,0,0,0,0,0,0,0,0,0,0,0
7,2023-12-09 12:26:19,486,4532,10,0000003033030000030300000,0000003333030030333300000,5500000500005005000000500,5550050500505005050055500,5550000500005005050000500,0,2023-12-09 12:27:25,24837,24.837,0,0,0,1,0,0,0,0,0,0,0
7,2023-12-09 12:26:19,487,4532,11,1111110001111110000000003,2222220302222220000000000,3010001010100010101000100,0020002020203020202000200,0020002320200020202000200,0,2023-12-09 12:28:12,46954,46.954,1,0,0,0,0,0,0,0,0,0,0
7,2023-12-09 12:26:19,491,4532,12,6666033333000007770011000,0000011000777006666033333,2200055500600004444433330,6000022000555003333044444,6000033330444442200055500,0,2023-12-09 12:30:20,127455,127.455,1,0,0,0,0,0,0,0,0,0,0
7,2023-12-09 12:26:19,495,4532,13,0102211022010000007722077,0002200022000000000022000,0405544055000000600560055,0005500055000000000500055,0005500055000000600060000,1,2023-12-09 12:30:48,28259,28.259,0,0,0,0,0,0,0,0,0,0,0
7,2023-12-09 12:26:19,499,4532,14,4441444244444443244444424,4444444444444444444444444,6666676666668666666768666,6666666666666666666666666,6666666666666666666666666,1,2023-12-09 12:31:23,34325,34.325,0,0,0,0,0,0,0,0,0,0,0
