respondent_id,itemid,response,correct,error_matrix,error_concept,error_correct,error_part_duplicated,error_other,error_wrong_item,error_empty,duplicate_A,duplicate_B,duplicate_C,duplicated
Nous-Hermes-llama-2-7b,10,5500000500005005000000500,0,0,0,0,0,0,0,0,0,0,1,1
Nous-Hermes-llama-2-7b,11,3010001010100010101000100,0,0,0,0,0,0,0,0,0,0,1,1
Nous-Hermes-llama-2-7b,12,0000011000777006666033333,0,0,0,0,0,0,0,0,0,1,0,1
Nous-Hermes-llama-2-7b,13,0002200022000000000022000,0,0,0,0,0,0,0,0,0,1,0,1
Nous-Hermes-llama-2-7b,14,6666666666666666666666666,1,0,0,0,0,0,0,0,0,0,0,0
Nous-Hermes-llama-2-7b,15,0000011313113030000011303,0,1,0,0,0,0,0,0,0,0,0,0
Nous-Hermes-llama-2-7b,16,0000006660000000606000000,0,0,0,0,0,1,0,0,0,0,0,0
Mistral-7B-OpenOrca,9,0000000010000100000000000,0,0,0,0,0,1,0,0,0,0,0,0
Mistral-7B-OpenOrca,10,5550000500005005000000500,0,0,0,0,1,0,0,0,0,0,0,0
Mistral-7B-OpenOrca,11,1111110001111110000000003,0,0,0,0,0,0,0,0,1,0,0,1
Mistral-7B-OpenOrca,12,0000033300600004444422000,0,1,0,0,0,0,0,0,0,0,0,0
Mistral-7B-OpenOrca,13,0003300033000000000033000,0,0,0,0,1,0,0,0,0,0,0,0
Mistral-7B-OpenOrca,14,6666676666668666666768666,0,0,0,0,0,0,0,0,0,0,1,1
Mistral-7B-OpenOrca,15,0000011313113030031311303,0,0,0,0,0,1,0,0,0,0,0,0
Mistral-7B-OpenOrca,16,0000006660060600666000000,0,0,0,0,0,0,0,0,0,0,1,1
Toppy-M-7B,9,0001000000000101100100000,0,0,0,0,0,1,0,0,0,0,0,0
Toppy-M-7B,10,5500000500005005000000500,0,0,0,0,0,0,0,0,0,0,1,1
Toppy-M-7B,11,2020001110200010111000200,0,0,0,0,0,1,0,0,0,0,0,0
Toppy-M-7B,12,6666044444220001100077700,0,1,0,0,0,0,0,0,0,0,0,0
Toppy-M-7B,13,0000000000040554400560055,0,0,0,0,0,1,0,0,0,0,0,0
Toppy-M-7B,14,6666676666668666666768666,0,0,0,0,0,0,0,0,0,0,1,1
Toppy-M-7B,15,0000011303000001130300000,0,0,0,0,0,1,0,0,0,0,0,0
Toppy-M-7B,16,0000006060000000606000000,1,0,0,0,0,0,0,0,0,0,0,0
WizardLM-13B-V1.2,9,0000000000000000000000000,0,0,0,0,0,0,0,1,0,0,0,0
WizardLM-13B-V1.2,10,0000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0
WizardLM-13B-V1.2,11,0000001111000000011100000,0,0,0,0,0,1,0,0,0,0,0,0
WizardLM-13B-V1.2,12,0000055500600004444433330,0,1,0,0,0,0,0,0,0,0,0,0
WizardLM-13B-V1.2,13,0000004000000000000000000,0,0,0,0,0,1,0,0,0,0,0,0
WizardLM-13B-V1.2,14,4444476666448446666748666,0,0,0,0,0,1,0,0,0,0,0,0
WizardLM-13B-V1.2,15,0031311313110000031311303,0,0,0,0,1,0,0,0,0,0,0,0
WizardLM-13B-V1.2,16,0000006660000000666000000,0,1,0,0,0,0,0,0,0,0,0,0
Platypus2-70B-instruct,9,0110155555000100000000000,1,0,0,0,0,0,0,0,0,0,0,0
Platypus2-70B-instruct,10,5500000555005055500500500,0,0,0,0,0,1,0,0,0,0,0,0
Platypus2-70B-instruct,11,0000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0
Platypus2-70B-instruct,12,0000033330600004444422000,0,1,0,0,0,0,0,0,0,0,0,0
Platypus2-70B-instruct,13,0005500055000000000000005,0,0,1,0,0,0,0,0,0,0,0,0
Platypus2-70B-instruct,14,6666666666666666666666666,1,0,0,0,0,0,0,0,0,0,0,0
Platypus2-70B-instruct,15,0000011313113030031300000,1,0,0,0,0,0,0,0,0,0,0,0
Platypus2-70B-instruct,16,0000006660000000666000000,0,1,0,0,0,0,0,0,0,0,0,0
vicuna-13b-v1.5,9,1101111010555550000000000,0,0,0,0,0,0,0,0,0,1,0,1
vicuna-13b-v1.5,10,0000000555005005000000555,0,0,0,0,0,1,0,0,0,0,0,0
vicuna-13b-v1.5,11,2010001010100010101000100,0,0,0,0,1,0,0,0,0,0,0,0
vicuna-13b-v1.5,12,6666033333000007770011000,0,0,0,0,0,0,0,0,1,0,0,1
vicuna-13b-v1.5,13,0000000000000000000000000,0,0,0,0,0,0,0,1,0,0,0,0
vicuna-13b-v1.5,14,4444444444444444444444444,0,0,0,0,0,0,0,0,0,1,0,1
vicuna-13b-v1.5,15,0000011313113030031311303,0,0,0,0,0,1,0,0,0,0,0,0
vicuna-13b-v1.5,16,0000006660000000666000000,0,1,0,0,0,0,0,0,0,0,0,0
vicuna-7b-v1.5,9,0000000000000000000000000,0,0,0,0,0,0,0,1,0,0,0,0
vicuna-7b-v1.5,10,0000000500005005000000500,0,0,0,0,1,0,0,0,0,0,0,0
vicuna-7b-v1.5,11,2222220302222220000000000,0,0,0,0,0,0,0,0,0,1,0,1
vicuna-7b-v1.5,12,0000011000777006666033333,0,0,0,0,0,0,0,0,0,1,0,1
vicuna-7b-v1.5,13,0005500055000000000055000,0,0,0,0,1,0,0,0,0,0,0,0
vicuna-7b-v1.5,14,6666666866666676666666666,0,0,0,0,0,1,0,0,0,0,0,0
vicuna-7b-v1.5,15,0000011313113030031311303,0,0,0,0,0,1,0,0,0,0,0,0
vicuna-7b-v1.5,16,0000006660060600666000000,0,0,0,0,0,0,0,0,0,0,1,1
Mistral-7B-Instruct-v0.1,9,0000055555000001101111001,0,1,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.1,10,5500000500005005000000500,0,0,0,0,0,0,0,0,0,0,1,1
Mistral-7B-Instruct-v0.1,11,3010001010100010101000100,0,0,0,0,0,0,0,0,0,0,1,1
Mistral-7B-Instruct-v0.1,12,2200055500600004444433330,0,0,0,0,0,0,0,0,0,0,1,1
Mistral-7B-Instruct-v0.1,13,0000000000000000000060000,0,0,0,0,0,1,0,0,0,0,0,0
Mistral-7B-Instruct-v0.1,14,6666676666668666666768666,0,0,0,0,0,0,0,0,0,0,1,1
Mistral-7B-Instruct-v0.1,15,0031311313113030031311303,0,0,0,0,0,0,0,0,0,0,1,1
Mistral-7B-Instruct-v0.1,16,0000006660060600666000000,0,0,0,0,0,0,0,0,0,0,1,1
Mistral-7B-Instruct-v0.2,9,0001055555000101101111001,0,0,0,0,1,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2,10,5555500500005005000000500,0,0,0,0,0,1,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2,11,3010001010100010101000100,0,0,0,0,0,0,0,0,0,0,1,1
Mistral-7B-Instruct-v0.2,12,0000033330444445550022000,0,1,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2,13,0005500055000000600550055,0,0,0,0,0,1,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2,14,6666676666668666666768666,0,0,0,0,0,0,0,0,0,0,1,1
Mistral-7B-Instruct-v0.2,15,0031311313113030031300313,0,0,0,0,1,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2,16,0666006060066600606006660,0,0,0,0,0,1,0,0,0,0,0,0
Mixtral-8x7B-Instruct-v0.1,9,0110155555000000000011001,0,0,0,0,0,1,0,0,0,0,0,0
Mixtral-8x7B-Instruct-v0.1,10,5555555555555555555555555,0,0,0,0,0,1,0,0,0,0,0,0
Mixtral-8x7B-Instruct-v0.1,11,3010002020200020202000200,0,0,0,0,1,0,0,0,0,0,0,0
Mixtral-8x7B-Instruct-v0.1,12,0000022000555006660044444,0,1,0,0,0,0,0,0,0,0,0,0
Mixtral-8x7B-Instruct-v0.1,13,0005500055000000000500055,1,0,0,0,0,0,0,0,0,0,0,0
Mixtral-8x7B-Instruct-v0.1,14,6666677777668666666766666,0,0,0,0,0,1,0,0,0,0,0,0
Mixtral-8x7B-Instruct-v0.1,15,0000011313113031131300000,0,1,0,0,0,0,0,0,0,0,0,0
Mixtral-8x7B-Instruct-v0.1,16,0000000060000000006000000,0,0,0,0,0,1,0,0,0,0,0,0
OpenHermes-2-Mistral-7B,9,0000000010000000000000000,0,0,0,0,0,1,0,0,0,0,0,0
OpenHermes-2-Mistral-7B,10,5500000500005005000000500,0,0,0,0,0,0,0,0,0,0,1,1
OpenHermes-2-Mistral-7B,11,3010001010100010101000100,0,0,0,0,0,0,0,0,0,0,1,1
OpenHermes-2-Mistral-7B,12,2200033330444445550060000,0,1,0,0,0,0,0,0,0,0,0,0
OpenHermes-2-Mistral-7B,13,0005500055000000000050000,0,1,0,0,0,0,0,0,0,0,0,0
OpenHermes-2-Mistral-7B,14,6666676666668666666768666,0,0,0,0,0,0,0,0,0,0,1,1
OpenHermes-2-Mistral-7B,15,0000011313113030000011303,0,1,0,0,0,0,0,0,0,0,0,0
OpenHermes-2-Mistral-7B,16,0000006660060600666000000,0,0,0,0,0,0,0,0,0,0,1,1
StripedHyena-Nous-7B,9,0110100010000101100111001,0,1,0,0,0,0,0,0,0,0,0,0
StripedHyena-Nous-7B,10,0000000500005000000000000,0,0,0,0,0,1,0,0,0,0,0,0
StripedHyena-Nous-7B,11,1010001010101000101000100,0,0,0,0,0,1,0,0,0,0,0,0
StripedHyena-Nous-7B,12,0000011111777776666633333,0,0,0,0,0,1,0,0,0,0,0,0
StripedHyena-Nous-7B,13,0000000000000000000000000,0,0,0,0,0,0,0,1,0,0,0,0
StripedHyena-Nous-7B,14,6666676666668666666768666,0,0,0,0,0,0,0,0,0,0,1,1
StripedHyena-Nous-7B,15,0000011111000001111100000,0,0,0,0,0,1,0,0,0,0,0,0
StripedHyena-Nous-7B,16,0000006660060600666000000,0,0,0,0,0,0,0,0,0,0,1,1
SOLAR-0-70b-16bit,9,0110155555000000000000000,1,0,0,0,0,0,0,0,0,0,0,0
SOLAR-0-70b-16bit,10,5500005555050055500500500,0,1,0,0,0,0,0,0,0,0,0,0
SOLAR-0-70b-16bit,11,4020002320200020202000200,0,1,0,0,0,0,0,0,0,0,0,0
SOLAR-0-70b-16bit,12,0000033330600004444422000,0,1,0,0,0,0,0,0,0,0,0,0
SOLAR-0-70b-16bit,13,0005500055000000000060000,0,1,0,0,0,0,0,0,0,0,0,0
SOLAR-0-70b-16bit,14,6666666666666666666666666,1,0,0,0,0,0,0,0,0,0,0,0
SOLAR-0-70b-16bit,15,0031311313113031131300303,0,0,0,0,1,0,0,0,0,0,0,0
SOLAR-0-70b-16bit,16,0000006660000000666000000,0,1,0,0,0,0,0,0,0,0,0,0
Yi-34B-Chat,9,1101111010555550000000000,0,0,0,0,0,0,0,0,0,1,0,1
Yi-34B-Chat,10,5550000050005005000000500,0,0,0,0,0,1,0,0,0,0,0,0
Yi-34B-Chat,11,3010001010100010101000100,0,0,0,0,0,0,0,0,0,0,1,1
Yi-34B-Chat,12,0000033300600004444433330,0,1,0,0,0,0,0,0,0,0,0,0
Yi-34B-Chat,13,0005500055000000000055000,0,0,0,0,1,0,0,0,0,0,0,0
Yi-34B-Chat,14,6666666666666666666666666,1,0,0,0,0,0,0,0,0,0,0,0
Yi-34B-Chat,15,0001011313113030031311303,0,0,0,0,1,0,0,0,0,0,0,0
Yi-34B-Chat,16,0000006060000000666000000,0,0,0,0,0,1,0,0,0,0,0,0
gpt-4-0613,9,0110155555000100000000000,1,0,0,0,0,0,0,0,0,0,0,0
gpt-4-0613,10,5500000555005005555500500,0,1,0,0,0,0,0,0,0,0,0,0
gpt-4-0613,11,4020002020203020202000200,0,0,1,0,0,0,0,0,0,0,0,0
gpt-4-0613,12,0000033330444442200055500,0,1,0,0,0,0,0,0,0,0,0,0
gpt-4-0613,13,0005500055000000000060000,0,1,0,0,0,0,0,0,0,0,0,0
gpt-4-0613,14,6666666666666666666666666,1,0,0,0,0,0,0,0,0,0,0,0
gpt-4-0613,15,0000011313113030031300000,1,0,0,0,0,0,0,0,0,0,0,0
gpt-4-0613,16,0000006660000000666000000,0,1,0,0,0,0,0,0,0,0,0,0
gpt-3.5-turbo-0301,9,0000100000000001101100000,0,0,0,0,0,1,0,0,0,0,0,0
gpt-3.5-turbo-0301,10,5555000500005005000500500,0,1,0,0,0,0,0,0,0,0,0,0
gpt-3.5-turbo-0301,11,0323232323233323232333233,0,0,0,0,0,1,0,0,0,0,0,0
gpt-3.5-turbo-0301,12,3333022000444446000055500,0,1,0,0,0,0,0,0,0,0,0,0
gpt-3.5-turbo-0301,13,0005500055000000000650066,0,0,1,0,0,0,0,0,0,0,0,0
gpt-3.5-turbo-0301,14,6666666666666666666666666,1,0,0,0,0,0,0,0,0,0,0,0
gpt-3.5-turbo-0301,15,0000011313003030001011313,0,0,0,0,0,1,0,0,0,0,0,0
gpt-3.5-turbo-0301,16,0000000000060600000000000,0,0,0,0,0,1,0,0,0,0,0,0
gpt-4-vision,9,0000055555000000000000000,0,0,0,0,0,1,0,0,0,0,0,0
gpt-4-vision,10,5500005500005500005500000,0,0,0,0,0,1,0,0,0,0,0,0
gpt-4-vision,11,4020002020200020202000200,0,0,0,0,1,0,0,0,0,0,0,0
gpt-4-vision,12,0000060000555002200044444,0,1,0,0,0,0,0,0,0,0,0,0
gpt-4-vision,13,0005500055000000000066000,0,1,0,0,0,0,0,0,0,0,0,0
gpt-4-vision,14,6666666666666666666666666,1,0,0,0,0,0,0,0,0,0,0,0
gpt-4-vision,15,0030311313113030030300303,0,0,0,0,1,0,0,0,0,0,0,0
gpt-4-vision,16,0000006060000000606000000,1,0,0,0,0,0,0,0,0,0,0,0
